Timestamp                       Thread     Type        Activity             PID    TTL  
2026-02-21 04:05:42.813447+0530 0x4f416c   Activity    0x8b24f7             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:42.813466+0530 0x4f416c   Activity    0x8b24f8             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:42.813485+0530 0x4f416c   Activity    0x8b24f9             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:42.813531+0530 0x4dc648   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] MovingApDetector, received location: <private>, success: yes
2026-02-21 04:05:42.814086+0530 0x4dcfc4   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 5.00, speed, -1.0, course, -1.0, type, 1, alt, 0.0, altunc, -1.0, ellipsoidalAlt, 0.0, speedUnc, -1.0, courseUnc, -1.0, signalEnv, 0, timestamp, 793319742.812
2026-02-21 04:05:42.814387+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Core:Core] {"msg":"#pla #zone-relevance-tracker, location notification", "notification":5, "_currentLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 50 70 54 5E 47 12 92 0B C2 5F A5 F5 10 B0 7C 31 BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52', "NewLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 18 36 89 B6 7F A3 5F CF B9 94 4C F3 2A 4C 80 87 BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52'}
2026-02-21 04:05:42.815559+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b3dfa08) wifi1Event
2026-02-21 04:05:42.815589+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:05:42.815732+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7229880450210, "end_mach":7229880452792, "elapsed_s":"0.000107583", "event":System::LeechLocation, "now_s":"793319742.815003037"}
2026-02-21 04:05:42.815763+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b3dfa08) wifi1Event
2026-02-21 04:05:42.815852+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b3dfa08) wifi1Event
2026-02-21 04:05:42.815906+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:05:42.816070+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7229880458859, "end_mach":7229880460932, "elapsed_s":"0.000086375", "event":System::LeechLocation, "now_s":"793319742.815369964"}
2026-02-21 04:05:42.816131+0530 0x4f416c   Default     0x8b24f3             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b3dfa08) wifi1Event
2026-02-21 04:05:43.119025+0530 0x4f4931   Default     0x0                  15561  0    backboardd: (AttentionAwareness) [com.apple.AttentionAwareness:AttentionAwareness]  301245.32209: notify client com.apple.siri.AttentionAwareness.Touch of <AWDigitizerButtonKeyboardAttentionEvent: 0x60000170e900> (timestamp:  301245.32189 sender 4412430560 displayUUID (null) tagIndex 0 (tag not present in server))
2026-02-21 04:05:43.119075+0530 0x4f4e94   Default     0x0                  15561  0    backboardd: [com.apple.BackBoard:TouchEvents] contact 1 presence: touching
2026-02-21 04:05:43.119516+0530 0x4f4e94   Default     0x0                  15561  0    backboardd: [com.apple.BackBoard:TouchEvents] contact 1 presence: none
2026-02-21 04:05:43.119669+0530 0x4f4e94   Default     0x0                  15561  0    backboardd: [com.apple.BackBoard:TouchEvents] not removing destination (external): <BKTouchDestination: 0x600000c72c70; (touchStream|filterDetachedTouches); contextID: 0x7975528; clientPort: 0x2C07; externalReferences: 1>
2026-02-21 04:05:43.120846+0530 0x3fe5d3   Default     0x0                  15540  1    SpringBoard: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b53560; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2026-02-21 04:05:43.121078+0530 0x3fe5d3   Default     0x0                  15540  1    SpringBoard: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2026-02-21 04:05:43.121142+0530 0x3fe5d3   Default     0x0                  15540  1    SpringBoard: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <_UISystemGestureWindow: 0x10131c510>; contextId: 0x7975528
2026-02-21 04:05:43.122305+0530 0x4f4e0a   Default     0x0                  15540  0    SpringBoard: (KeyboardArbiter) [com.apple.KeyboardArbiter:Handle] RX com.example.quickbill(56088) focusApplicationWithPID:56088 stealKeyboard:Y
    context:<contextID:1197643234 sceneID:com.example.quickbill-default>
2026-02-21 04:05:43.122644+0530 0x3fe5d3   Activity    0x8b23f9             15540  0    SpringBoard: (UIKitCore) send gesture actions
2026-02-21 04:05:43.123216+0530 0x3fe5d3   Default     0x0                  15540  0    SpringBoard: (SpringBoard) [com.apple.SpringBoard:InputUI] Focused scene identity did change to: (null)
2026-02-21 04:05:43.130853+0530 0x3fe5d3   Default     0x0                  15540  1    SpringBoard: (UIKitCore) [com.apple.UIKit:EventDispatch] Evaluating dispatch of UIEvent: 0x600003b53560; type: 0; subtype: 0; backing type: 11; shouldSend: 1; ignoreInteractionEvents: 0, systemGestureStateChange: 0
2026-02-21 04:05:43.131078+0530 0x3fe5d3   Default     0x0                  15540  1    SpringBoard: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to windows: 1
2026-02-21 04:05:43.131144+0530 0x3fe5d3   Default     0x0                  15540  1    SpringBoard: (UIKitCore) [com.apple.UIKit:EventDispatch] Sending UIEvent type: 0; subtype: 0; to window: <_UISystemGestureWindow: 0x10131c510>; contextId: 0x7975528
2026-02-21 04:05:43.131574+0530 0x3fe5d3   Activity    0x8b23fa             15540  0    SpringBoard: (UIKitCore) send gesture actions
2026-02-21 04:05:43.131663+0530 0x3fe5d3   Activity    0x8b23fb             15540  0    SpringBoard: (UIKitCore) send gesture actions
2026-02-21 04:05:43.220044+0530 0x4f4e94   Default     0x0                  15561  0    backboardd: (AttentionAwareness) [com.apple.AttentionAwareness:AttentionAwareness]  301245.42316: notify client com.apple.siri.AttentionAwareness.Touch of <AWAttentionLostEvent: 0x60000172ca00> (timestamp:  301245.42313 attentionLostTimeout       0.10000 tagIndex 0 (tag not present in server))
2026-02-21 04:05:43.482455+0530 0x3fe5d3   Activity    0x8b23fc             15540  0    SpringBoard: (UIKitCore) send gesture actions
2026-02-21 04:05:43.815798+0530 0x4f416c   Default     0x0                  15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxSimulated, Fix, 1, ll, <private>, <private>, acc, 5.00, course, -1.0, time, 793319744.9, deltaDistance, 0.0, deltaDistanceAccuracy, 1.9, odometer, -1.0, timestampGps, 793319744.9
2026-02-21 04:05:43.815895+0530 0x4f416c   Activity    0x8b24fa             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:43.815919+0530 0x4f416c   Activity    0x8b24fb             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:43.815928+0530 0x4f416c   Activity    0x8b24fc             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:43.815934+0530 0x4f416c   Activity    0x8b24fd             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:43.815940+0530 0x4f416c   Activity    0x8b24fe             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:43.815946+0530 0x4f416c   Activity    0x8b24ff             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:43.815952+0530 0x4f416c   Activity    0x8b2530             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:43.815979+0530 0x4dc648   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] MovingApDetector, received location: <private>, success: yes
2026-02-21 04:05:43.816135+0530 0x4f19cd   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 5.00, speed, -1.0, course, -1.0, type, 1, alt, 0.0, altunc, -1.0, ellipsoidalAlt, 0.0, speedUnc, -1.0, courseUnc, -1.0, signalEnv, 0, timestamp, 793319743.815
2026-02-21 04:05:43.816203+0530 0x4f416c   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Core:Core] {"msg":"#pla #zone-relevance-tracker, location notification", "notification":5, "_currentLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 18 36 89 B6 7F A3 5F CF B9 94 4C F3 2A 4C 80 87 BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52', "NewLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 40 D9 68 96 92 FE 7E FB EE 1B D8 9E B5 C8 F4 4A BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52'}
2026-02-21 04:05:43.816678+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b69ba08) wifi1Event
2026-02-21 04:05:43.816693+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:05:43.816760+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7229904476267, "end_mach":7229904477477, "elapsed_s":"0.000050417", "event":System::LeechLocation, "now_s":"793319743.816094995"}
2026-02-21 04:05:43.816774+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b69ba08) wifi1Event
2026-02-21 04:05:43.816816+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b69ba08) wifi1Event
2026-02-21 04:05:43.816845+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:05:43.816918+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7229904480400, "end_mach":7229904481276, "elapsed_s":"0.000036500", "event":System::LeechLocation, "now_s":"793319743.816270947"}
2026-02-21 04:05:43.816954+0530 0x4dcfc4   Default     0x8b24fa             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b69ba08) wifi1Event
2026-02-21 04:05:44.120417+0530 0x4f4f91   Default     0x0                  15561  0    backboardd: (AttentionAwareness) [com.apple.AttentionAwareness:AttentionAwareness]  301246.32331: 2 Digitizer since  301232.80542 (Sat Feb 21 04:05:30 2026)
2026-02-21 04:05:44.817587+0530 0x4dc648   Default     0x0                  15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxSimulated, Fix, 1, ll, <private>, <private>, acc, 5.00, course, -1.0, time, 793319745.9, deltaDistance, 0.0, deltaDistanceAccuracy, 1.9, odometer, -1.0, timestampGps, 793319745.9
2026-02-21 04:05:44.817831+0530 0x4dc648   Activity    0x8b2531             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:44.817907+0530 0x4dc648   Activity    0x8b2532             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:44.817942+0530 0x4dc648   Activity    0x8b2533             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:44.817970+0530 0x4dc648   Activity    0x8b2534             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:44.817995+0530 0x4dc648   Activity    0x8b2535             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:44.818018+0530 0x4dc648   Activity    0x8b2536             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:44.818040+0530 0x4dc648   Activity    0x8b2537             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:44.818065+0530 0x4dcfc4   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] MovingApDetector, received location: <private>, success: yes
2026-02-21 04:05:44.818687+0530 0x4f416c   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxClient, Fix, 1, ll, <private>, <private>, acc, 5.00, speed, -1.0, course, -1.0, type, 1, alt, 0.0, altunc, -1.0, ellipsoidalAlt, 0.0, speedUnc, -1.0, courseUnc, -1.0, signalEnv, 0, timestamp, 793319744.817
2026-02-21 04:05:44.818983+0530 0x4f19cd   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Core:Core] {"msg":"#pla #zone-relevance-tracker, location notification", "notification":5, "_currentLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 40 D9 68 96 92 FE 7E FB EE 1B D8 9E B5 C8 F4 4A BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52', "NewLocation":'68 E0 98 69 00 00 00 00 E3 DC 5D 12 F5 77 15 A6 39 34 2F BC 02 76 E2 8C CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 88 6F 60 7B 0A 78 C5 31 DD 37 65 CA 7F AF B3 ED 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 8D F2 67 D0 CC D5 82 2C D0 9E FE 65 F6 93 95 90 0C 88 5A B9 C5 96 D2 7E 78 73 69 5F C1 E4 82 42 BF B7 EB 26 2B 76 C7 C7 DD 29 6A BB 00 BC 65 34 CD 64 3A 6C 45 94 31 87 76 37 63 56 1F C7 00 76 F1 7E E4 6E EA 11 72 0B 48 24 27 FC FA 27 0A D1 22 80 3C 7C 32 56 BB 66 C9 FF 68 98 48 1F 13 2E 8F CE 3C 92 67 56 45 39 E5 33 80 57 FA 41 FF 52'}
2026-02-21 04:05:44.820600+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b46ba08) wifi1Event
2026-02-21 04:05:44.820641+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:05:44.820813+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7229928571998, "end_mach":7229928574740, "elapsed_s":"0.000114250", "event":System::LeechLocation, "now_s":"793319744.820075035"}
2026-02-21 04:05:44.820843+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b46ba08) wifi1Event
2026-02-21 04:05:44.820917+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction created: (0x16b46ba08) wifi1Event
2026-02-21 04:05:44.820971+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] @WifiLogic, handleInput, System::LeechLocation
2026-02-21 04:05:44.821136+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Position:WifiPosition] {"msg":"CLWifi1SystemLogic::apply", "event":elapsed, "begin_mach":7229928580416, "end_mach":7229928582505, "elapsed_s":"0.000087042", "event":System::LeechLocation, "now_s":"793319744.820433021"}
2026-02-21 04:05:44.821198+0530 0x4dc648   Default     0x8b2531             15564  0    locationd: [com.apple.locationd.Utility:QA] os_transaction releasing: (0x16b46ba08) wifi1Event
2026-02-21 04:05:45.822760+0530 0x4dc648   Default     0x0                  15564  0    locationd: [com.apple.locationd.Position:GeneralCLX] @ClxSimulated, Fix, 1, ll, <private>, <private>, acc, 5.00, course, -1.0, time, 793319746.9, deltaDistance, 0.0, deltaDistanceAccuracy, 1.9, odometer, -1.0, timestampGps, 793319746.9
2026-02-21 04:05:45.823031+0530 0x4dcfc4   Activity    0x8b2538             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:45.823146+0530 0x4dcfc4   Activity    0x8b2539             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:45.823186+0530 0x4dcfc4   Activity    0x8b253a             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:45.823213+0530 0x4dcfc4   Activity    0x8b253b             15564  0    locationd: CL: notifyClientsWithData (Fallback)
2026-02-21 04:05:45.823233+0530 0x4dcfc4   Activity    0x8b253c             15564  0    locationd: CL: notifyClientsWithData (Fallback)
